,measure_id,measure_name,location_id,location_name,fips,race_id,race_name,sex_id,sex_name,age_group_id,age_name,cause_id,cause_name,year,metric_id,metric_name,val,upper,lower
16,1,Deaths,102,United States of America,,6,AIAN,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,8.74036593083981e-07,1.16236726598587e-06,6.25507881134814e-07
17,1,Deaths,102,United States of America,,7,Asian,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,4.86775286108199e-07,7.40041376971926e-07,2.93410228604878e-07
18,1,Deaths,102,United States of America,,1,Total,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,5.11184752062358e-07,5.87208604882214e-07,4.43294783542248e-07
19,1,Deaths,102,United States of America,,2,Latino,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,5.57602834040794e-07,6.82149488548906e-07,4.50176090462682e-07
20,1,Deaths,102,United States of America,,4,Black,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,8.10487260265995e-07,9.81427139750149e-07,6.55831031258253e-07
21,1,Deaths,102,United States of America,,5,White,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,4.13237021548384e-07,4.86527535665731e-07,3.47201619617664e-07
22,1,Deaths,102,United States of America,,6,AIAN,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.41612836267106e-06,1.84106613752239e-06,1.09151633314713e-06
23,1,Deaths,102,United States of America,,7,Asian,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,4.74359863845908e-07,7.13469504559789e-07,2.78662295526737e-07
24,1,Deaths,102,United States of America,,1,Total,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.71183131728313e-06,1.90148724653894e-06,1.54106249270062e-06
25,1,Deaths,102,United States of America,,2,Latino,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.66494343885786e-06,1.94814541579036e-06,1.41158150721618e-06
26,1,Deaths,102,United States of America,,4,Black,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,3.04403323624495e-06,3.49311124127096e-06,2.63077740629163e-06
27,1,Deaths,102,United States of America,,5,White,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.41322982801646e-06,1.58855805865863e-06,1.25124596471946e-06
28,1,Deaths,102,United States of America,,6,AIAN,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,4.4699012217277e-06,5.50631546523749e-06,3.57962785491148e-06
29,1,Deaths,102,United States of America,,7,Asian,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.08342453353339e-06,1.57772134780128e-06,7.02720752876718e-07
30,1,Deaths,102,United States of America,,1,Total,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,4.08415100779933e-06,4.43496571593847e-06,3.77269187948007e-06
31,1,Deaths,102,United States of America,,2,Latino,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,3.6676921847913e-06,4.21036286880483e-06,3.19552645161166e-06
32,1,Deaths,102,United States of America,,4,Black,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,8.00407076804443e-06,8.9298136538848e-06,7.12014282469542e-06
33,1,Deaths,102,United States of America,,5,White,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,3.28589928578453e-06,3.59468392798355e-06,2.97327720021162e-06
34,1,Deaths,102,United States of America,,6,AIAN,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.71577884873668e-05,2.12191325103871e-05,1.38346216533603e-05
35,1,Deaths,102,United States of America,,7,Asian,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,2.02135011704537e-06,2.92115395442973e-06,1.29745441488277e-06
36,1,Deaths,102,United States of America,,1,Total,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,8.83892575645861e-06,9.46002053997419e-06,8.23302477917298e-06
37,1,Deaths,102,United States of America,,2,Latino,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,9.03246163561649e-06,9.97393696279796e-06,8.01462796682839e-06
38,1,Deaths,102,United States of America,,4,Black,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.4591916015257e-05,1.61204836821234e-05,1.31505772688189e-05
39,1,Deaths,102,United States of America,,5,White,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,7.23629857416552e-06,7.81276676148371e-06,6.67684765026587e-06
40,1,Deaths,102,United States of America,,6,AIAN,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,6.20180381058887e-05,7.28850312637753e-05,5.25070562355724e-05
41,1,Deaths,102,United States of America,,7,Asian,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,4.38228529758041e-06,5.3683962521159e-06,3.48822048773116e-06
42,1,Deaths,102,United States of America,,1,Total,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,2.41403371810037e-05,2.52459883103842e-05,2.30175772894611e-05
43,1,Deaths,102,United States of America,,2,Latino,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,3.00674092024085e-05,3.23899314490538e-05,2.78992898276725e-05
44,1,Deaths,102,United States of America,,4,Black,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,3.13320121256748e-05,3.36761638732184e-05,2.90433777260785e-05
45,1,Deaths,102,United States of America,,5,White,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,2.08370785321986e-05,2.18957020563906e-05,1.97612039076776e-05
46,1,Deaths,102,United States of America,,6,AIAN,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001494422041064,0.0001736127703989,0.0001293140286186
47,1,Deaths,102,United States of America,,7,Asian,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,1.08586962914034e-05,1.27480615406128e-05,9.15873426086046e-06
48,1,Deaths,102,United States of America,,1,Total,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,6.94048836769491e-05,7.14428362965955e-05,6.72774798816964e-05
49,1,Deaths,102,United States of America,,2,Latino,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,8.48901447925196e-05,8.94674881034726e-05,8.04114290793778e-05
50,1,Deaths,102,United States of America,,4,Black,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,8.28334226648817e-05,8.71359733990027e-05,7.81369838229102e-05
51,1,Deaths,102,United States of America,,5,White,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,6.41714610833299e-05,6.6161758178632e-05,6.20558783655342e-05
52,1,Deaths,102,United States of America,,6,AIAN,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000313107662606,0.0003595337534111,0.000269576538034
53,1,Deaths,102,United States of America,,7,Asian,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,2.41316298036693e-05,2.79113493838397e-05,2.05153729709778e-05
54,1,Deaths,102,United States of America,,1,Total,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001525321527227,0.0001555771068108,0.0001493489645424
55,1,Deaths,102,United States of America,,2,Latino,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000207781717086,0.0002178452542448,0.0001987708972938
56,1,Deaths,102,United States of America,,4,Black,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001941335011918,0.0002013746086928,0.0001862834501626
57,1,Deaths,102,United States of America,,5,White,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001396328609412,0.0001429481360601,0.000136246367379
58,1,Deaths,102,United States of America,,6,AIAN,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0005126062155725,0.0005835695129402,0.0004445469167263
59,1,Deaths,102,United States of America,,7,Asian,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,4.79206815019939e-05,5.47934052889783e-05,4.14592149886007e-05
60,1,Deaths,102,United States of America,,1,Total,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0002648477336059,0.0002698040133181,0.0002601373188555
61,1,Deaths,102,United States of America,,2,Latino,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003764915333225,0.0003932004996869,0.0003596388696772
62,1,Deaths,102,United States of America,,4,Black,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000361657772631,0.000374405437198,0.0003482080421793
63,1,Deaths,102,United States of America,,5,White,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0002408062954502,0.0002460262864458,0.000235759552723
64,1,Deaths,102,United States of America,,6,AIAN,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0008030734059231,0.0009462966685613,0.0006763008487674
65,1,Deaths,102,United States of America,,7,Asian,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,8.93303863248006e-05,0.0001000537004967,7.88882055188336e-05
66,1,Deaths,102,United States of America,,1,Total,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0002975548960446,0.000303022704856,0.0002926893455878
67,1,Deaths,102,United States of America,,2,Latino,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004670327064412,0.0004860100320929,0.00044670975891
68,1,Deaths,102,United States of America,,4,Black,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004652006489507,0.0004808611957778,0.0004498298803161
69,1,Deaths,102,United States of America,,5,White,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0002605767936294,0.0002656652236049,0.0002550852392569
70,1,Deaths,102,United States of America,,6,AIAN,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0009833795915545,0.0011601372343477,0.0008188240670441
71,1,Deaths,102,United States of America,,7,Asian,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001162819317611,0.000129019329748,0.0001045477676641
72,1,Deaths,102,United States of America,,1,Total,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003256580057127,0.000331970843818,0.0003193174293283
73,1,Deaths,102,United States of America,,2,Latino,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0005523975844908,0.0005747977470558,0.0005315363500023
74,1,Deaths,102,United States of America,,4,Black,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004852335109488,0.0005016684420317,0.0004679769490746
75,1,Deaths,102,United States of America,,5,White,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0002866087705251,0.0002926196146662,0.0002801750401717
76,1,Deaths,102,United States of America,,6,AIAN,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0010022134476722,0.0011555457407839,0.0008638323859532
77,1,Deaths,102,United States of America,,7,Asian,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001663799669848,0.000182178691623,0.0001514421657233
78,1,Deaths,102,United States of America,,1,Total,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003738197506772,0.0003813989595707,0.0003665658733884
79,1,Deaths,102,United States of America,,2,Latino,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0006337519077298,0.000661495543566,0.0006076013809711
80,1,Deaths,102,United States of America,,4,Black,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004634427398081,0.0004808371399842,0.0004450569173616
81,1,Deaths,102,United States of America,,5,White,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000340514689448,0.0003481970455306,0.0003329155886767
82,1,Deaths,102,United States of America,,6,AIAN,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0010835870197161,0.0012547592283135,0.0009321541090763
83,1,Deaths,102,United States of America,,7,Asian,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000225952413614,0.0002479024816428,0.0002062275586921
84,1,Deaths,102,United States of America,,1,Total,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004366772030914,0.0004461560287334,0.0004276827392414
85,1,Deaths,102,United States of America,,2,Latino,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0007714022351194,0.000806098250053,0.0007362886432557
86,1,Deaths,102,United States of America,,4,Black,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0005074788750076,0.0005301615198265,0.0004855293184569
87,1,Deaths,102,United States of America,,5,White,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004023544745245,0.0004118430830426,0.0003929861170634
88,1,Deaths,102,United States of America,,6,AIAN,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0012102050489727,0.0014226409477549,0.001020664073581
89,1,Deaths,102,United States of America,,7,Asian,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003042978558016,0.0003323335276203,0.0002772473168254
90,1,Deaths,102,United States of America,,1,Total,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004757888373597,0.0004861836137243,0.000466208078979
91,1,Deaths,102,United States of America,,2,Latino,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0008791261215961,0.0009194515673227,0.0008439097023987
92,1,Deaths,102,United States of America,,4,Black,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004926702361444,0.0005172211580737,0.0004693385508296
93,1,Deaths,102,United States of America,,5,White,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004476484548838,0.0004576533138982,0.0004381343383761
94,1,Deaths,102,United States of America,,6,AIAN,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0010932004232512,0.0013017581495529,0.0009170772769547
95,1,Deaths,102,United States of America,,7,Asian,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003822277936151,0.0004138965795747,0.0003511548242611
96,1,Deaths,102,United States of America,,1,Total,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004918634210376,0.0005017698925894,0.0004820082141431
97,1,Deaths,102,United States of America,,2,Latino,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0009133300035772,0.000953128816576,0.0008752587555321
98,1,Deaths,102,United States of America,,4,Black,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004263178962632,0.0004479152274074,0.0004028958914541
99,1,Deaths,102,United States of America,,5,White,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004763610376312,0.0004863327015726,0.0004662079081892
100,1,Deaths,102,United States of America,,6,AIAN,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0009589456147479,0.0011121414072943,0.0008239682693006
101,1,Deaths,102,United States of America,,7,Asian,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003926931398103,0.0004260244511923,0.0003628949490585
102,1,Deaths,102,United States of America,,1,Total,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004788912898351,0.0004901536538619,0.0004685104799584
103,1,Deaths,102,United States of America,,2,Latino,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0008907995239199,0.0009355114806992,0.0008470146471529
104,1,Deaths,102,United States of America,,4,Black,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000389830106697,0.0004121151073152,0.0003664986221976
105,1,Deaths,102,United States of America,,5,White,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004680479814739,0.0004796900898932,0.000456937032088
106,1,Deaths,102,United States of America,,6,AIAN,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0007807719301165,0.0009137868575143,0.0006644766307984
107,1,Deaths,102,United States of America,,7,Asian,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004610783922237,0.0005040314176339,0.0004196232807102
108,1,Deaths,102,United States of America,,1,Total,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004676956408274,0.0004831367440985,0.0004533006375732
109,1,Deaths,102,United States of America,,2,Latino,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0007623027745711,0.0008251056485801,0.0007050909525496
110,1,Deaths,102,United States of America,,4,Black,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003879067355876,0.0004178943812473,0.0003574699013648
111,1,Deaths,102,United States of America,,5,White,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004617538925825,0.000476942336263,0.0004473557265933
112,1,Deaths,102,United States of America,,6,AIAN,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0007352505884185,0.0008829883955436,0.0006036375014816
113,1,Deaths,102,United States of America,,7,Asian,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004519545745583,0.0005126648029777,0.0003970723756372
114,1,Deaths,102,United States of America,,1,Total,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001450354365377,0.0001462574690054,0.0001438675668241
115,1,Deaths,102,United States of America,,2,Latino,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001299828039591,0.0001334763859475,0.0001265603051918
116,1,Deaths,102,United States of America,,4,Black,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000142182644936,0.0001451992266612,0.0001391778495972
117,1,Deaths,102,United States of America,,5,White,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001509916906734,0.000152564858249,0.0001495078975938
118,1,Deaths,102,United States of America,,6,AIAN,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0003203201116734,0.0003555988455367,0.0002861585709752
119,1,Deaths,102,United States of America,,7,Asian,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,6.27030046399124e-05,6.61195205699791e-05,5.94035670544862e-05
120,1,Deaths,102,United States of America,,1,Total,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.000160420357346,0.0001617761752392,0.0001591035359843
121,1,Deaths,102,United States of America,,2,Latino,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0002630715127296,0.0002702009377457,0.0002562257222467
122,1,Deaths,102,United States of America,,4,Black,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001984242437429,0.0002028214491059,0.0001940540247019
123,1,Deaths,102,United States of America,,5,White,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0001471429175325,0.0001486700961901,0.0001456869200899
124,1,Deaths,102,United States of America,,6,AIAN,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,0.0004557341337934,0.0005064628697901,0.0004061627034551
125,1,Deaths,102,United States of America,,7,Asian,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2000,3,Rate,9.37252285504034e-05,9.86335562814681e-05,8.88049883598544e-05
126,1,Deaths,102,United States of America,,1,Total,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,0.0,0.0,0.0
127,1,Deaths,102,United States of America,,2,Latino,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,0.0,0.0,0.0
128,1,Deaths,102,United States of America,,4,Black,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,0.0,0.0,0.0
129,1,Deaths,102,United States of America,,5,White,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,0.0,0.0,0.0
130,1,Deaths,102,United States of America,,6,AIAN,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,0.0,0.0,0.0
131,1,Deaths,102,United States of America,,7,Asian,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,0.0,0.0,0.0
132,1,Deaths,102,United States of America,,1,Total,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,1.54250152135501e-06,1.73626818189509e-06,1.33867065658653e-06
133,1,Deaths,102,United States of America,,2,Latino,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,1.31399099073543e-06,1.61782260163499e-06,1.04720873643855e-06
134,1,Deaths,102,United States of America,,4,Black,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,2.40802055560343e-06,2.9091973134949e-06,1.92936053201598e-06
135,1,Deaths,102,United States of America,,5,White,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,1.39050145702304e-06,1.61245901582859e-06,1.18780278337566e-06
136,1,Deaths,102,United States of America,,6,AIAN,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,2.55684203620119e-06,3.55020999992097e-06,1.75781231041397e-06
137,1,Deaths,102,United States of America,,7,Asian,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,1.39896656495714e-06,2.22362947408163e-06,8.18826758185747e-07
138,1,Deaths,102,United States of America,,1,Total,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,3.67261253331348e-07,4.26237915994831e-07,3.16873573498435e-07
139,1,Deaths,102,United States of America,,2,Latino,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,3.31656129086806e-07,4.10342411732336e-07,2.57114949651318e-07
140,1,Deaths,102,United States of America,,4,Black,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,5.30727511235149e-07,6.53204930390482e-07,4.15021096068395e-07
141,1,Deaths,102,United States of America,,5,White,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,3.2019006989292e-07,3.78167764447101e-07,2.69361862572399e-07
142,1,Deaths,102,United States of America,,6,AIAN,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,8.84768202818459e-07,1.15801520041579e-06,6.42750471614048e-07
143,1,Deaths,102,United States of America,,7,Asian,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,4.58108625838304e-07,6.97399700390029e-07,2.84078138354381e-07
144,1,Deaths,102,United States of America,,1,Total,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,5.0653303790855e-07,5.80011637111996e-07,4.37633784511506e-07
145,1,Deaths,102,United States of America,,2,Latino,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,5.48003268337503e-07,6.62726009498916e-07,4.5013950005441e-07
146,1,Deaths,102,United States of America,,4,Black,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,7.80638944935118e-07,9.25110068066697e-07,6.44526581498487e-07
147,1,Deaths,102,United States of America,,5,White,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,4.13757323218894e-07,4.82144937872965e-07,3.49537041207097e-07
148,1,Deaths,102,United States of America,,6,AIAN,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2001,3,Rate,1.4553326180224e-06,1.84548596862253e-06,1.12414288006313e-06
